time,low,high,open,close,volume
2023-03-07 04:00:00,22453.96,22472.83,22460.65,22466.82,29.56945696
2023-03-07 03:00:00,22444.01,22557.03,22499.15,22459.43,225.10449163
2023-03-07 02:00:00,22452.65,22509.44,22484.58,22499.16,196.93735775
2023-03-07 01:00:00,22408.69,22507.17,22411.53,22484.01,402.1525317
2023-03-07 00:00:00,22375.0,22428.94,22410.13,22412.62,220.80101831
2023-03-06 23:00:00,22390.74,22446.58,22433.98,22410.31,313.06285722
2023-03-06 22:00:00,22403.81,22450.23,22409.28,22434.54,1913.32531038
2023-03-06 21:00:00,22318.74,22442.08,22351.4,22409.12,298.20400688
2023-03-06 20:00:00,22329.97,22415.28,22393.96,22349.49,688.36143744
2023-03-06 19:00:00,22360.0,22512.32,22501.83,22395.8,565.74212393
2023-03-06 18:00:00,22468.97,22538.93,22480.51,22502.29,214.53130987
2023-03-06 17:00:00,22470.14,22534.22,22523.78,22480.74,291.47783939
2023-03-06 16:00:00,22469.14,22586.61,22552.64,22523.78,834.39092238
2023-03-06 15:00:00,22429.42,22599.99,22449.2,22553.4,1036.5775459
2023-03-06 14:00:00,22403.22,22481.83,22440.63,22449.16,461.83555724
2023-03-06 13:00:00,22387.04,22485.0,22397.77,22439.72,264.23885956
2023-03-06 12:00:00,22356.5,22414.9,22381.25,22398.46,153.28654526
2023-03-06 11:00:00,22357.72,22401.7,22399.36,22380.73,189.46356383
2023-03-06 10:00:00,22363.79,22414.64,22402.76,22399.36,427.11845261
2023-03-06 09:00:00,22363.32,22422.29,22414.66,22403.7,366.26047147
2023-03-06 08:00:00,22357.48,22450.0,22392.21,22415.62,229.90303656
2023-03-06 07:00:00,22387.09,22433.6,22408.0,22392.21,106.20502474
2023-03-06 06:00:00,22367.22,22434.88,22371.67,22408.01,122.83133686
2023-03-06 05:00:00,22315.11,22372.72,22343.73,22371.68,149.3354814
2023-03-06 04:00:00,22335.03,22401.84,22388.95,22344.3,194.89770911
2023-03-06 03:00:00,22370.56,22419.71,22393.64,22389.5,176.80842588
2023-03-06 02:00:00,22264.73,22408.19,22383.04,22393.64,742.5729332
2023-03-06 01:00:00,22325.0,22511.85,22449.4,22384.12,633.19617762
2023-03-06 00:00:00,22365.08,22469.99,22431.99,22449.17,286.4217143
2023-03-05 23:00:00,22362.58,22458.98,22434.33,22432.69,384.26768627
2023-03-05 22:00:00,22381.7,22486.68,22483.99,22434.34,259.40820643
2023-03-05 21:00:00,22330.0,22554.82,22408.77,22483.35,563.63991411
2023-03-05 20:00:00,22397.33,22427.02,22405.26,22410.09,163.02914031
2023-03-05 19:00:00,22377.47,22452.29,22432.12,22405.26,246.24699273
2023-03-05 18:00:00,22423.77,22451.0,22428.68,22432.12,115.18119798
2023-03-05 17:00:00,22421.02,22457.52,22444.16,22429.21,117.78451616
2023-03-05 16:00:00,22424.49,22462.45,22437.95,22442.97,149.90867559
2023-03-05 15:00:00,22423.11,22470.36,22433.51,22437.68,134.39320722
2023-03-05 14:00:00,22419.84,22482.4,22467.79,22433.52,218.15619452
2023-03-05 13:00:00,22420.63,22496.15,22421.62,22468.38,251.91746167
2023-03-05 12:00:00,22391.81,22444.54,22393.2,22421.64,150.48224941
2023-03-05 11:00:00,22384.78,22425.8,22413.74,22391.61,110.54219722
2023-03-05 10:00:00,22365.94,22449.22,22370.8,22415.04,158.47469473
2023-03-05 09:00:00,22318.55,22400.77,22346.3,22371.59,147.65883614
2023-03-05 08:00:00,22329.74,22401.81,22380.19,22346.77,130.27772211
2023-03-05 07:00:00,22370.06,22421.67,22418.78,22379.99,153.44598907
2023-03-05 06:00:00,22404.05,22428.32,22420.5,22418.78,106.93318781
2023-03-05 05:00:00,22395.71,22448.17,22443.39,22421.81,125.52540761
2023-03-05 04:00:00,22381.22,22471.05,22389.75,22443.56,181.97337014
2023-03-05 03:00:00,22360.77,22442.66,22363.83,22389.75,216.23514863
2023-03-05 02:00:00,22195.13,22612.56,22593.77,22361.68,485.94927328
2023-03-05 01:00:00,22349.66,22654.64,22379.83,22594.53,581.83429462
2023-03-05 00:00:00,22315.37,22385.83,22349.74,22381.48,138.69911207
2023-03-04 23:00:00,22291.76,22355.54,22308.08,22350.95,102.35537615
2023-03-04 22:00:00,22207.77,22356.28,22220.21,22305.63,50.69494837
2023-03-04 21:00:00,22150.71,22290.0,22290.0,22220.21,33.94499834
2023-03-04 16:00:00,22293.16,22345.17,22316.86,22330.27,31.41319436
2023-03-04 15:00:00,22300.8,22354.81,22344.05,22316.86,205.56822996
2023-03-04 14:00:00,22334.73,22370.85,22358.02,22344.04,115.6860133
2023-03-04 13:00:00,22357.58,22389.18,22389.18,22358.02,84.04636487
2023-03-04 12:00:00,22342.81,22399.98,22351.49,22389.65,76.88035154
2023-03-04 11:00:00,22334.38,22359.3,22335.39,22352.53,49.18326555
2023-03-04 10:00:00,22326.67,22361.19,22352.48,22335.4,71.47570575
2023-03-04 09:00:00,22342.15,22377.5,22344.2,22352.49,72.81778434
2023-03-04 08:00:00,22334.96,22364.54,22360.99,22344.21,95.85576694
2023-03-04 07:00:00,22354.34,22396.7,22367.54,22360.99,161.66148522
2023-03-04 06:00:00,22316.84,22409.82,22329.56,22367.55,157.4165073
2023-03-04 05:00:00,22273.2,22348.21,22347.95,22330.19,134.05335843
2023-03-04 04:00:00,22329.94,22371.13,22349.98,22348.08,126.53036022
2023-03-04 03:00:00,22326.91,22356.42,22344.73,22350.25,107.10005078
2023-03-04 02:00:00,22337.49,22362.72,22346.03,22344.74,110.47387411
2023-03-04 01:00:00,22341.31,22395.51,22370.53,22346.03,238.28870317
2023-03-04 00:00:00,22331.8,22393.66,22358.18,22372.1,240.76864077
2023-03-03 23:00:00,22316.52,22378.5,22323.27,22358.18,350.48862126
2023-03-03 22:00:00,22225.21,22341.48,22241.04,22323.28,245.02343941
2023-03-03 21:00:00,22141.57,22316.3,22305.99,22240.96,774.9913204
2023-03-03 20:00:00,22277.48,22379.58,22358.92,22303.41,415.21481067
2023-03-03 19:00:00,22292.34,22397.86,22314.44,22358.91,435.7502089
2023-03-03 18:00:00,22231.82,22425.2,22416.19,22314.69,810.50418252
2023-03-03 17:00:00,22374.47,22448.52,22377.88,22416.65,494.19695419
2023-03-03 16:00:00,22322.36,22385.58,22339.29,22377.88,437.28964287
2023-03-03 15:00:00,22237.9,22418.88,22382.61,22339.29,876.67912949
2023-03-03 14:00:00,22363.85,22496.95,22403.15,22383.73,981.76293964
2023-03-03 13:00:00,22169.55,22427.99,22349.87,22403.48,1811.5339131
2023-03-03 12:00:00,22323.22,22371.66,22345.01,22349.88,1040.38443497
2023-03-03 11:00:00,22312.62,22368.66,22353.9,22345.01,295.25030056
2023-03-03 10:00:00,22341.84,22394.35,22372.37,22354.08,254.40210598
2023-03-03 09:00:00,22351.39,22482.93,22435.0,22372.03,267.73366894
2023-03-03 08:00:00,22358.65,22454.56,22365.56,22435.01,405.96242758
2023-03-03 07:00:00,22338.14,22407.86,22384.54,22366.65,553.77846151
2023-03-03 06:00:00,22336.86,22409.4,22350.4,22384.53,463.83749714
