time,low,high,open,close,volume,norm_close,fisher,macd,macd_signal,sma,wma
2023-03-10 03:00:00,19978.98,20059.03,20040.85,20055.91,199.76065002,0.0039343645583248136,0.0,-469.4094896836832,-378.85737876102576,20325.181999999997,20193.275272727275
2023-03-10 02:00:00,20030.15,20144.83,20118.05,20040.85,452.6049407,0.0,0.020223195857607488,-463.31901646845654,-356.21935103036134,20465.992,20267.835636363634
2023-03-10 01:00:00,19780.71,20162.5,20122.69,20118.25,2097.81676109,0.020220439363500653,0.021488176657278795,-447.2727904160274,-329.4444346708375,20609.287,20371.187818181817
2023-03-10 00:00:00,20026.98,20369.78,20366.97,20123.09,1603.33550534,0.021484869938685976,0.08541510874692006,-428.1669122121493,-299.98734573454004,20761.338,20488.11290909091
2023-03-09 23:00:00,20281.09,20383.71,20348.2,20367.01,928.65083054,0.08520799099223832,0.08046455004453966,-398.0457816724738,-267.9424541151377,20920.822,20633.15509090909
2023-03-09 22:00:00,20217.97,20495.14,20220.41,20348.19,988.74908987,0.08029134152426584,0.04735746962118346,-378.6460000502375,-235.41662222580362,21054.063000000002,20758.07381818182
2023-03-09 21:00:00,20115.78,20437.93,20122.93,20221.99,1839.21045454,0.047322098014270036,0.02014217660822666,-346.4610278698492,-199.60927776969515,21179.496,20909.220363636367
2023-03-09 20:00:00,20050.0,20864.41,20852.38,20117.94,3207.87022806,0.020139453107651663,0.21527391535439647,-287.49241206332226,-162.89634024465664,21323.595999999998,21109.512363636364
2023-03-09 19:00:00,20772.41,21011.61,21003.68,20852.38,1504.26040332,0.21200895551242152,0.2577570432305072,-197.45112553116633,-131.74732228999022,21476.017,21356.43545454545
2023-03-09 18:00:00,20970.74,21483.28,21462.05,21006.21,2724.84954675,0.2521964256324113,0.39050422931012996,-154.43303071329865,-115.32137147969618,21554.353,21484.066909090907
2023-03-09 17:00:00,21392.0,21517.3,21473.8,21464.01,1005.08071342,0.37179483830179644,0.393475364482474,-112.94269106266438,-105.54345667129556,21621.479,21595.933999999997
2023-03-09 16:00:00,21411.74,21668.5,21636.47,21473.8,1268.5156424,0.37435243651069416,0.4445969340484692,-104.95549112949084,-103.69364807345335,21643.295000000002,21628.531272727272
2023-03-09 15:00:00,21625.0,21798.39,21717.86,21638.76,568.59774527,0.41744757446163716,0.4699147343729704,-94.23109425290022,-103.37818730944396,21669.896,21664.18509090909
2023-03-09 14:00:00,21677.04,21825.53,21697.49,21717.93,986.32945099,0.43813041922143503,0.46394589077479326,-95.96815723219697,-105.66496057357989,21679.654000000002,21671.620363636364
2023-03-09 13:00:00,21550.01,21722.49,21602.52,21699.42,1465.66785068,0.43329475600931056,0.4331854808693165,-104.85032623875668,-108.0891614089256,21681.631,21665.020545454547
2023-03-09 12:00:00,21594.67,21667.82,21663.98,21602.52,410.79977151,0.40798001990694455,0.4522875583507969,-112.77745357092863,-108.89887020146783,21688.477,21663.030909090907
2023-03-09 11:00:00,21614.3,21665.57,21641.17,21662.99,265.75807091,0.4237775647171627,0.4456699395763368,-111.38876949568657,-107.92922435910262,21704.836000000003,21681.633818181817
2023-03-09 10:00:00,21530.0,21675.15,21635.73,21642.15,653.15633912,0.4183331983562409,0.4436418502107912,-114.15304881062548,-107.06433807495661,21708.492000000002,21689.906909090907
2023-03-09 09:00:00,21583.01,21696.04,21676.69,21635.74,312.39065137,0.41665861158208023,0.4569075204252223,-113.8989755171715,-105.29216039103939,21715.71,21703.281454545453
2023-03-09 08:00:00,21600.0,21693.75,21682.16,21677.47,706.47689563,0.4275604066032541,0.4584110180414979,-111.26531868782331,-103.14045660950636,21721.973,21718.96018181818
2023-03-09 07:00:00,21662.68,21739.29,21738.81,21682.17,233.73181174,0.42878826274031345,0.47701081513677873,-110.53428297199207,-101.10924108992711,21734.510000000002,21729.33109090909
2023-03-09 06:00:00,21683.86,21742.48,21735.98,21739.81,240.24570548,0.4438464814084299,0.4758824594499273,-108.47198963328992,-98.75298061941088,21766.977000000003,21744.750545454546
2023-03-09 05:00:00,21726.78,21758.13,21737.7,21736.34,152.50895935,0.44293995783489803,0.4763245623193331,-110.13077901358338,-96.3232283659411,21802.737999999998,21756.192
2023-03-09 04:00:00,21718.27,21771.97,21767.88,21737.7,172.73287921,0.44329525237668577,0.4861804577291028,-110.29278612787311,-92.87134070403053,21828.657,21772.97690909091
2023-03-09 03:00:00,21743.76,21803.99,21766.78,21767.88,229.94764007,0.4511796562525313,0.48560001709182327,-109.03378013733891,-88.51597934806988,21857.213,21794.706545454545
2023-03-09 02:00:00,21698.35,21788.49,21699.55,21766.11,264.74053112,0.4507172508562341,0.4639877034644202,-108.91375750742372,-83.38652915075261,21883.235,21815.680181818178
2023-03-09 01:00:00,21625.78,21756.58,21715.37,21699.55,570.48567145,0.43332871798756994,0.46875141992455305,-106.99614669604125,-77.00472206158481,21920.481,21843.747636363634
2023-03-09 00:00:00,21673.0,21758.41,21699.41,21714.33,625.32408791,0.4371899336696447,0.46360822841250626,-96.21525221757838,-69.5068659029707,21964.225,21891.870363636368
2023-03-08 23:00:00,21580.84,21834.95,21801.55,21698.37,1559.25700175,0.43302044772337184,0.49770813316439005,-82.56028868735666,-62.82976932431879,21989.57,21941.913999999997
2023-03-08 22:00:00,21666.67,22012.57,22007.28,21802.84,672.48867279,0.4603128159443653,0.5676169381745219,-62.3056946733268,-57.897139483559314,22018.560999999998,22000.130545454547
