time,low,high,open,close,volume
2023-03-12 20:00:00,21051.4,21589.63,21088.9,21404.48,1252.52280989
2023-03-12 19:00:00,21039.0,21550.0,21391.99,21088.08,1340.31107398
2023-03-12 18:00:00,20964.57,21599.99,21042.16,21393.63,1725.04593805
2023-03-12 17:00:00,20605.49,21076.71,20631.04,21042.16,1270.64796026
2023-03-12 16:00:00,20572.54,20659.78,20600.5,20631.08,493.62389867
2023-03-12 15:00:00,20524.02,20666.77,20588.41,20600.49,568.56528098
2023-03-12 14:00:00,20554.45,20662.57,20574.61,20586.96,636.36176016
2023-03-12 13:00:00,20542.44,20654.84,20553.24,20574.69,436.40920754
2023-03-12 12:00:00,20466.68,20596.23,20595.07,20554.38,327.15911927
2023-03-12 11:00:00,20576.21,20642.23,20589.1,20595.07,207.81071022
2023-03-12 10:00:00,20528.34,20603.85,20543.76,20589.1,197.77462783
2023-03-12 09:00:00,20517.5,20608.13,20567.75,20547.27,266.14119275
2023-03-12 08:00:00,20514.71,20578.66,20526.74,20568.44,214.19509047
2023-03-12 07:00:00,20446.24,20583.76,20556.55,20528.99,281.55775757
2023-03-12 06:00:00,20541.59,20615.21,20585.24,20556.53,395.04422892
2023-03-12 05:00:00,20576.03,20699.97,20598.27,20585.49,320.3539876
2023-03-12 04:00:00,20526.58,20628.2,20578.2,20598.24,301.02690487
2023-03-12 03:00:00,20543.02,20650.0,20563.48,20578.2,296.56002194
2023-03-12 02:00:00,20480.05,20602.93,20590.79,20560.9,384.82702062
2023-03-12 01:00:00,20554.2,20650.0,20618.08,20584.92,389.06448178
2023-03-12 00:00:00,20502.79,20663.42,20619.34,20621.17,590.7716162
2023-03-11 23:00:00,20490.75,20685.0,20490.75,20620.54,545.75112239
2023-03-11 22:00:00,20475.84,20610.71,20506.52,20493.26,473.55624662
2023-03-11 21:00:00,20442.02,20541.58,20533.72,20506.52,552.76599054
2023-03-11 20:00:00,20435.87,20658.3,20460.52,20534.21,1009.9485492
2023-03-11 19:00:00,20361.31,20491.73,20467.61,20460.52,781.28929704
2023-03-11 18:00:00,20430.79,20575.39,20472.71,20467.61,841.93411008
2023-03-11 17:00:00,20281.98,20515.0,20312.41,20469.64,1009.03880064
2023-03-11 16:00:00,20183.35,20331.52,20243.66,20310.8,977.47792103
2023-03-11 15:00:00,20214.61,20293.37,20256.6,20245.54,691.12032001
2023-03-11 14:00:00,20189.02,20324.81,20199.68,20256.23,460.5785593
2023-03-11 13:00:00,20138.16,20269.76,20139.36,20199.86,328.67583914
2023-03-11 12:00:00,20135.0,20228.5,20198.91,20139.36,298.2483808
2023-03-11 11:00:00,20092.0,20233.05,20154.24,20199.72,240.90841713
2023-03-11 10:00:00,20118.11,20273.82,20202.27,20149.49,256.08746929
2023-03-11 09:00:00,20082.2,20255.59,20174.2,20205.8,449.79794719
